client,true_value,geo_value 
c45593,8,8
c45594,3,1
c45595,3,8
c45596,5,5
c45597,5,4
c45598,5,5
c45599,4,4
c45600,3,8
c45601,2,6
c45602,4,4
c45603,4,4
c45604,4,6
c45605,3,3
c45606,4,4
c45607,6,6
c45608,5,5
c45609,4,4
c45610,6,4
c45611,3,2
c45612,5,6
c45613,5,5
c45614,6,6
c45615,3,8
c45616,5,4
c45617,6,4
c45618,3,3
c45619,6,4
c45620,5,4
c45621,3,3
c45622,4,4
c45623,5,4
c45624,7,3
c45625,6,5
c45626,6,6
c45627,6,5
c45628,4,4
c45629,5,5
c45630,5,1
c45631,4,6
c45632,5,7
c45633,7,9
c45634,7,10
c45635,3,3
c45636,7,7
c45637,6,6
c45638,5,4
c45639,6,6
c45640,6,6
c45641,6,6
c45642,4,5
c45643,7,3
c45644,4,6
c45645,6,4
c45646,6,5
c45647,3,8
c45648,4,6
c45649,7,3
c45650,6,5
c45651,2,3
c45652,4,6
c45653,7,3
c45654,7,3
c45655,6,6
c45656,4,4
c45657,5,6
c45658,7,3
c45659,5,4
c45660,5,4
c45661,8,2
c45662,6,5
c45663,6,2
c45664,4,6
c45665,3,5
c45666,3,3
c45667,4,4
c45668,4,6
c45669,5,6
c45670,6,4
c45671,7,3
c45672,7,8
c45673,4,4
c45674,4,6
c45675,5,5
c45676,6,6
c45677,6,4
c45678,3,7
c45679,5,4
c45680,7,10
c45681,6,1
c45682,5,4
c45683,5,5
c45684,3,7
c45685,5,5
c45686,3,3
c45687,7,3
c45688,3,5
c45689,4,6
c45690,1,1
c45691,6,6
c45692,6,6
c45693,5,6
c45694,6,6
c45695,7,7
c45696,4,9
c45697,6,5
c45698,3,10
c45699,6,2
c45700,6,5
c45701,8,9
c45702,6,6
c45703,8,4
c45704,5,8
c45705,6,3
c45706,6,4
c45707,6,3
c45708,1,2
c45709,6,6
c45710,4,3
c45711,7,1
c45712,3,8
c45713,5,9
c45714,7,4
c45715,5,10
c45716,6,7
c45717,3,7
c45718,7,7
c45719,3,9
c45720,2,10
c45721,7,8
c45722,4,5
c45723,5,5
c45724,6,5
c45725,5,5
c45726,4,4
c45727,5,5
c45728,6,6
c45729,6,6
c45730,6,6
c45731,3,3
c45732,3,7
c45733,5,6
c45734,4,6
c45735,3,9
c45736,2,2
c45737,6,9
c45738,2,10
c45739,6,4
c45740,2,7
c45741,9,1
c45742,5,5
c45743,5,5
c45744,8,2
c45745,5,4
c45746,5,5
c45747,6,10
c45748,4,4
c45749,6,4
c45750,3,7
c45751,7,3
c45752,3,3
c45753,7,7
c45754,3,8
c45755,6,4
c45756,5,2
c45757,5,6
c45758,6,4
c45759,6,7
c45760,5,4
c45761,5,5
c45762,3,2
c45763,7,3
c45764,4,4
c45765,3,1
c45766,6,5
c45767,4,5
c45768,6,4
c45769,5,6
c45770,6,5
c45771,6,4
c45772,5,5
c45773,7,2
c45774,7,3
c45775,7,7
c45776,4,6
c45777,4,4
c45778,6,3
c45779,3,8
c45780,10,1
c45781,1,1
c45782,8,10
c45783,4,4
c45784,6,5
c45785,8,1
c45786,2,10
c45787,4,5
c45788,6,8
c45789,5,6
c45790,2,2
c45791,3,4
c45792,3,10
c45793,7,2
c45794,7,7
c45795,3,4
c45796,7,6
c45797,9,9
c45798,3,7
c45799,7,7
c45800,3,5
c45801,2,2
c45802,4,6
c45803,7,7
c45804,5,5
c45805,7,9
c45806,5,3
c45807,7,3
c45808,6,5
c45809,5,6
c45810,5,5
c45811,3,7
c45812,2,2
c45813,6,2
c45814,4,6
c45815,3,3
c45816,2,10
c45817,4,4
c45818,6,4
c45819,6,4
c45820,6,6
c45821,3,1
c45822,6,4
c45823,4,6
c45824,6,4
c45825,5,4
c45826,4,6
c45827,3,3
c45828,6,6
c45829,4,6
c45830,7,8
c45831,4,3
c45832,5,5
c45833,7,9
c45834,8,2
c45835,5,5
c45836,7,3
c45837,4,4
c45838,7,2
c45839,6,4
c45840,4,5
c45841,6,6
c45842,5,6
c45843,1,10
c45844,4,5
c45845,3,4
c45846,8,8
c45847,8,10
c45848,4,6
c45849,5,4
c45850,3,3
c45851,6,9
c45852,6,5
c45853,5,6
c45854,5,6
c45855,6,3
c45856,6,3
c45857,4,2
c45858,5,4
c45859,6,4
c45860,4,8
c45861,4,6
c45862,7,2
c45863,3,1
c45864,4,6
c45865,5,5
c45866,5,5
c45867,7,3
c45868,4,4
c45869,3,3
c45870,7,2
c45871,4,3
c45872,4,4
c45873,6,6
c45874,3,7
c45875,4,6
c45876,5,4
c45877,7,8
c45878,6,7
c45879,3,6
c45880,6,5
c45881,9,8
c45882,4,4
c45883,6,9
c45884,4,4
c45885,2,2
c45886,4,5
c45887,5,5
c45888,4,6
c45889,4,2
c45890,4,5
c45891,8,9
c45892,7,7
c45893,3,3
c45894,4,6
c45895,5,5
c45896,4,6
c45897,6,5
c45898,2,10
c45899,6,5
c45900,5,6
c45901,6,8
c45902,3,3
c45903,4,6
c45904,7,1
c45905,5,5
c45906,5,5
c45907,6,4
c45908,7,2
c45909,6,7
c45910,3,10
c45911,3,3
c45912,5,6
c45913,6,1
c45914,6,4
c45915,3,2
c45916,4,6
c45917,5,4
c45918,4,6
c45919,5,5
c45920,5,4
c45921,4,6
c45922,6,5
c45923,4,6
c45924,6,5
c45925,6,6
c45926,4,6
c45927,5,4
c45928,4,6
c45929,6,4
c45930,6,4
c45931,5,6
c45932,6,8
c45933,3,2
c45934,5,4
c45935,3,2
c45936,7,9
c45937,5,5
c45938,4,6
c45939,5,4
c45940,5,6
c45941,6,8
c45942,8,2
c45943,7,2
c45944,3,2
c45945,6,6
c45946,3,3
c45947,7,1
c45948,5,5
c45949,6,5
c45950,2,1
c45951,1,9
c45952,7,7
c45953,6,5
c45954,6,5
c45955,5,6
c45956,2,8
c45957,6,6
c45958,5,5
c45959,3,2
c45960,6,9
c45961,4,4
c45962,4,6
c45963,3,3
c45964,3,10
c45965,7,7
c45966,6,5
c45967,7,9
c45968,4,6
c45969,3,3
c45970,2,1
c45971,4,6
c45972,6,5
c45973,7,10
c45974,5,5
c45975,6,7
c45976,6,7
c45977,6,4
c45978,7,6
c45979,3,9
c45980,4,9
c45981,7,3
c45982,4,4
c45983,4,4
c45984,4,1
c45985,6,5
c45986,5,4
c45987,7,9
c45988,6,1
c45989,3,7
c45990,5,5
c45991,5,5
c45992,4,4
c45993,4,6
c45994,5,5
c45995,7,8
c45996,3,4
c45997,6,5
c45998,3,9
c45999,6,10
c46000,4,5
c46001,3,7
c46002,4,4
c46003,6,6
c46004,5,4
c46005,7,4
c46006,6,5
c46007,5,7
c46008,6,6
c46009,5,6
c46010,6,6
c46011,8,10
c46012,5,6
c46013,2,9
c46014,8,1
c46015,6,5
c46016,6,4
c46017,6,5
c46018,5,5
c46019,7,9
c46020,7,3
c46021,6,5
c46022,5,6
c46023,6,4
c46024,3,10
c46025,5,4
c46026,5,6
c46027,5,5
c46028,4,3
c46029,4,4
c46030,6,6
c46031,4,10
c46032,4,6
c46033,3,1
c46034,7,3
c46035,7,3
c46036,5,5
c46037,4,4
c46038,8,8
c46039,3,1
c46040,2,9
c46041,7,6
c46042,4,4
c46043,5,4
c46044,6,1
c46045,7,9
c46046,4,6
c46047,7,3
c46048,3,1
c46049,6,4
c46050,4,5
c46051,7,3
c46052,6,9
c46053,5,1
c46054,5,4
c46055,6,5
c46056,7,1
c46057,3,3
c46058,8,8
c46059,4,5
c46060,5,4
c46061,7,3
c46062,4,4
c46063,2,2
c46064,3,8
c46065,8,8
c46066,5,4
c46067,5,7
c46068,7,3
c46069,4,5
c46070,6,6
c46071,5,6
c46072,5,5
c46073,8,2
c46074,8,2
c46075,6,6
c46076,6,3
c46077,3,3
c46078,6,5
c46079,5,5
c46080,7,3
c46081,5,5
c46082,5,5
c46083,7,7
c46084,5,9
c46085,6,4
c46086,6,6
c46087,5,2
c46088,4,6
c46089,4,4
c46090,4,6
c46091,3,1
c46092,2,2
c46093,2,7
c46094,6,4
c46095,4,8
c46096,6,4
c46097,5,5
c46098,5,6
c46099,4,6
c46100,4,6
c46101,5,5
c46102,6,5
c46103,7,3
c46104,5,5
c46105,6,4
c46106,4,2
c46107,6,4
c46108,4,6
c46109,6,6
c46110,4,8
c46111,7,3
c46112,4,6
c46113,4,6
c46114,3,8
c46115,2,2
c46116,2,2
c46117,4,6
c46118,6,2
c46119,4,3
c46120,5,7
c46121,6,4
c46122,5,4
c46123,4,10
c46124,3,1
c46125,6,6
c46126,5,5
c46127,3,3
c46128,3,7
c46129,5,5
c46130,6,4
c46131,6,6
c46132,6,4
c46133,6,4
c46134,5,6
c46135,5,8
c46136,4,10
c46137,2,4
c46138,5,5
c46139,2,9
c46140,4,5
c46141,6,4
c46142,5,1
c46143,4,4
c46144,5,5
c46145,6,8
c46146,5,5
c46147,5,6
c46148,7,7
c46149,8,9
c46150,5,9
c46151,7,10
c46152,6,4
c46153,4,2
c46154,5,6
c46155,4,6
c46156,6,4
c46157,3,7
c46158,2,7
c46159,3,10
c46160,8,10
c46161,4,4
c46162,2,8
c46163,10,2
c46164,6,4
c46165,2,8
c46166,6,4
c46167,5,6
c46168,3,10
c46169,7,1
c46170,5,4
c46171,3,3
c46172,4,6
c46173,7,3
c46174,6,5
c46175,3,7
c46176,5,6
c46177,3,1
c46178,4,7
c46179,4,6
c46180,2,10
c46181,7,7
c46182,3,1
c46183,6,6
c46184,5,5
c46185,6,5
c46186,5,4
c46187,4,6
c46188,6,4
c46189,6,4
c46190,4,6
c46191,6,9
c46192,3,7
c46193,5,5
c46194,7,1
c46195,5,6
c46196,5,6
c46197,6,4
c46198,8,10
c46199,6,4
c46200,5,5
c46201,1,2
c46202,4,6
c46203,3,6
c46204,6,6
c46205,9,10
c46206,3,9
c46207,5,5
c46208,5,5
c46209,4,3
c46210,6,5
c46211,4,4
c46212,6,4
c46213,2,1
c46214,6,4
c46215,9,2
c46216,3,7
c46217,5,6
c46218,8,9
c46219,5,5
c46220,6,4
c46221,6,4
c46222,4,4
c46223,7,7
c46224,5,10
c46225,4,7
c46226,5,5
c46227,3,2
c46228,5,6
c46229,8,8
c46230,6,5
c46231,5,5
c46232,6,4
c46233,5,6
c46234,5,6
c46235,3,3
c46236,2,9
c46237,6,5
c46238,2,2
c46239,1,1
c46240,5,4
c46241,5,4
c46242,6,6
c46243,8,10
c46244,4,6
c46245,7,3
c46246,2,1
c46247,4,4
c46248,4,5
c46249,6,6
c46250,4,4
c46251,3,7
c46252,4,7
c46253,5,6
c46254,4,6
c46255,2,10
c46256,6,6
c46257,5,4
c46258,1,9
c46259,6,4
c46260,7,7
c46261,4,4
c46262,6,4
c46263,4,4
c46264,4,6
c46265,5,2
c46266,4,5
c46267,7,3
c46268,5,4
c46269,6,6
c46270,9,9
c46271,8,8
c46272,7,9
c46273,7,2
c46274,6,2
c46275,6,6
c46276,3,4
c46277,3,3
c46278,6,9
c46279,4,4
c46280,2,2
c46281,4,4
c46282,6,3
c46283,4,4
c46284,7,8
c46285,5,2
c46286,6,4
c46287,7,3
c46288,5,5
c46289,5,5
c46290,4,4
c46291,5,5
c46292,5,4
c46293,3,10
c46294,3,2
c46295,6,6
c46296,9,8
c46297,5,10
c46298,9,10
c46299,3,4
c46300,3,3
c46301,3,7
c46302,4,5
c46303,3,3
c46304,3,7
c46305,6,5
c46306,4,4
c46307,2,6
c46308,5,5
c46309,7,7
c46310,4,6
c46311,1,9
c46312,5,6
c46313,1,1
c46314,3,9
c46315,4,6
c46316,4,6
c46317,6,6
c46318,3,1
c46319,7,9
c46320,5,4
c46321,2,8
c46322,3,3
c46323,2,9
c46324,9,10
c46325,8,8
c46326,3,9
c46327,8,8
c46328,4,6
c46329,4,4
c46330,4,4
c46331,5,5
c46332,4,6
c46333,5,5
c46334,5,2
c46335,2,2
c46336,7,4
c46337,6,4
c46338,5,5
c46339,4,4
c46340,3,7
c46341,5,5
c46342,4,4
c46343,4,5
c46344,6,6
c46345,4,5
c46346,6,6
c46347,6,6
c46348,2,9
c46349,8,2
c46350,4,1
c46351,5,5
c46352,6,6
c46353,7,7
c46354,4,6
c46355,6,4
c46356,4,6
c46357,7,2
c46358,5,5
c46359,4,2
c46360,3,10
c46361,7,3
c46362,6,6
c46363,6,6
c46364,5,4
c46365,1,8
c46366,5,5
c46367,5,9
c46368,6,4
c46369,5,6
c46370,6,7
c46371,8,10
c46372,5,6
c46373,5,5
c46374,3,7
c46375,7,3
c46376,5,4
c46377,3,7
c46378,7,10
c46379,6,5
c46380,5,5
c46381,6,5
c46382,3,10
c46383,6,9
c46384,6,4
c46385,4,4
c46386,5,5
c46387,7,10
c46388,5,5
c46389,6,6
c46390,6,5
c46391,3,3
c46392,6,4
c46393,9,9
c46394,6,3
c46395,7,8
c46396,5,4
c46397,6,6
c46398,9,10
c46399,4,8
c46400,6,3
c46401,5,2
c46402,2,3
c46403,4,6
c46404,6,4
c46405,5,1
c46406,6,4
c46407,6,5
c46408,5,5
c46409,4,4
c46410,2,2
c46411,3,6
c46412,2,2
c46413,5,5
c46414,5,4
c46415,5,4
c46416,3,7
c46417,3,3
c46418,6,6
c46419,5,5
c46420,6,6
c46421,6,4
c46422,6,4
c46423,7,3
c46424,6,7
c46425,4,2
c46426,1,10
c46427,5,5
c46428,5,10
c46429,6,4
c46430,6,6
c46431,5,4
c46432,6,6
c46433,5,5
c46434,5,5
c46435,5,6
c46436,6,4
c46437,3,7
c46438,4,8
c46439,4,4
c46440,4,5
c46441,4,6
c46442,5,4
c46443,4,5
c46444,4,6
c46445,7,4
c46446,5,4
c46447,5,6
c46448,4,6
c46449,3,3
c46450,4,6
c46451,4,6
c46452,6,4
c46453,5,5
c46454,5,6
c46455,5,5
c46456,5,5
c46457,5,6
c46458,5,6
c46459,7,10
c46460,4,6
c46461,6,6
c46462,1,9
c46463,3,2
c46464,8,10
c46465,6,4
c46466,3,9
c46467,7,7
c46468,2,2
c46469,2,2
c46470,4,4
c46471,6,6
c46472,5,5
c46473,6,4
c46474,5,6
c46475,5,3
c46476,7,3
c46477,4,10
c46478,5,4
c46479,7,3
c46480,4,4
c46481,3,1
c46482,6,4
c46483,6,5
c46484,4,4
c46485,5,8
c46486,3,7
c46487,4,6
c46488,4,4
c46489,4,5
c46490,3,2
c46491,4,5
c46492,7,9
c46493,6,5
c46494,2,2
c46495,7,7
c46496,4,1
c46497,5,9
c46498,8,10
c46499,7,8
c46500,3,8
c46501,7,9
c46502,3,3
c46503,1,1
c46504,4,4
c46505,5,5
c46506,7,2
c46507,5,7
c46508,4,6
c46509,4,1
c46510,4,5
c46511,6,2
c46512,7,3
c46513,8,8
c46514,6,6
c46515,7,7
c46516,5,5
c46517,9,8
c46518,4,4
c46519,7,8
c46520,5,5
c46521,6,4
c46522,3,7
c46523,5,5
c46524,3,3
c46525,4,4
c46526,5,3
c46527,4,5
c46528,5,1
c46529,3,9
c46530,2,10
c46531,7,9
c46532,4,6
c46533,4,3
c46534,2,10
c46535,6,6
c46536,7,8
c46537,1,8
c46538,6,5
c46539,4,6
c46540,4,3
c46541,4,4
c46542,8,8
c46543,7,3
c46544,4,3
c46545,8,2
c46546,7,4
c46547,6,6
c46548,6,4
c46549,6,8
c46550,7,10
c46551,5,5
c46552,3,10
c46553,2,2
c46554,7,1
c46555,7,7
c46556,4,5
c46557,1,1
c46558,7,7
c46559,7,7
c46560,8,3
c46561,1,9
c46562,8,8
c46563,3,1
c46564,5,4
c46565,5,2
c46566,6,4
c46567,5,5
c46568,6,5
c46569,4,4
c46570,8,9
c46571,6,5
c46572,6,5
c46573,6,5
c46574,8,10
c46575,5,4
c46576,5,6
c46577,5,5
c46578,4,6
c46579,2,8
c46580,2,2
c46581,5,6
c46582,6,4
c46583,5,5
c46584,5,4
c46585,3,5
c46586,9,2
c46587,2,2
c46588,5,4
c46589,6,5
c46590,5,6
c46591,2,2
c46592,3,7
c46593,6,4
c46594,6,5
c46595,9,9
c46596,4,4
c46597,5,6
c46598,7,4
c46599,5,5
c46600,5,4
c46601,3,5
c46602,3,6
c46603,4,4
c46604,4,5
c46605,4,1
c46606,4,6
c46607,4,6
c46608,3,7
c46609,9,10
c46610,8,8
c46611,6,7
c46612,5,8
c46613,5,4
c46614,4,6
c46615,5,5
c46616,5,4
c46617,4,5
c46618,6,6
c46619,7,8
c46620,7,3
c46621,5,4
c46622,4,4
c46623,6,4
c46624,3,5
c46625,5,5
c46626,4,5
c46627,4,6
c46628,8,8
c46629,4,4
c46630,6,2
c46631,3,3
c46632,6,4
c46633,6,6
c46634,4,6
c46635,4,6
c46636,6,6
c46637,4,6
c46638,6,4
c46639,3,9
c46640,8,8
c46641,3,7
c46642,2,3
c46643,7,2
c46644,4,6
c46645,2,8
c46646,5,5
c46647,5,10
c46648,7,9
c46649,5,4
c46650,4,4
c46651,6,4
c46652,7,2
c46653,4,4
c46654,3,9
c46655,3,3
c46656,3,3
c46657,6,4
c46658,3,3
c46659,5,4
c46660,1,1
c46661,8,9
c46662,6,4
c46663,6,9
c46664,2,1
c46665,5,4
c46666,5,6
c46667,3,8
c46668,6,5
c46669,5,5
c46670,5,6
c46671,6,6
c46672,7,7
c46673,6,3
c46674,5,4
c46675,4,4
c46676,3,4
c46677,7,10
c46678,4,4
c46679,7,7
c46680,5,5
c46681,6,4
c46682,5,5
c46683,5,10
c46684,3,4
c46685,5,5
c46686,6,4
c46687,4,5
c46688,6,6
c46689,5,4
c46690,4,5
c46691,6,7
c46692,7,3
c46693,6,4
c46694,4,4
c46695,8,10
c46696,6,1
c46697,4,4
c46698,4,4
c46699,5,7
c46700,6,4
c46701,6,4
c46702,6,3
c46703,5,5
c46704,6,6
c46705,5,6
c46706,8,9
c46707,3,2
c46708,5,5
c46709,7,3
c46710,6,1
c46711,5,10
c46712,5,1
c46713,4,6
c46714,7,7
c46715,7,2
c46716,5,5
c46717,5,1
c46718,8,5
c46719,5,5
c46720,2,8
c46721,3,3
c46722,9,10
c46723,3,8
c46724,5,6
c46725,5,5
c46726,6,6
c46727,3,10
c46728,6,7
c46729,3,3
c46730,4,4
c46731,3,3
c46732,6,3
c46733,8,1
c46734,5,6
c46735,2,10
c46736,4,5
c46737,4,6
c46738,4,6
c46739,7,3
c46740,4,4
c46741,2,2
c46742,7,3
c46743,4,6
c46744,3,10
c46745,4,8
c46746,5,5
c46747,5,5
c46748,2,8
c46749,7,8
c46750,6,5
c46751,2,9
c46752,3,5
c46753,2,2
c46754,4,3
c46755,7,6
c46756,8,2
c46757,6,5
c46758,6,5
c46759,5,6
c46760,5,7
c46761,6,5
c46762,9,9
c46763,5,5
c46764,6,6
c46765,5,5
c46766,6,5
c46767,5,5
c46768,5,6
c46769,6,4
c46770,6,6
c46771,6,8
c46772,3,8
c46773,6,5
c46774,5,5
c46775,7,3
c46776,6,5
c46777,2,8
c46778,6,4
c46779,6,5
c46780,4,7
c46781,4,6
c46782,5,4
c46783,6,5
c46784,3,3
c46785,3,10
c46786,4,4
c46787,5,4
c46788,6,5
c46789,4,4
c46790,9,1
c46791,6,6
c46792,3,1
c46793,6,3
c46794,9,1
c46795,5,5
c46796,4,6
c46797,6,6
c46798,4,6
c46799,4,5
c46800,3,5
c46801,3,3
c46802,3,6
c46803,6,4
c46804,5,1
c46805,6,4
c46806,2,10
c46807,4,1
c46808,4,4
c46809,4,4
c46810,7,2
c46811,6,4
c46812,6,5
c46813,4,8
c46814,6,9
c46815,1,9
c46816,5,5
c46817,4,6
c46818,1,1
c46819,7,7
c46820,5,4
c46821,7,4
c46822,6,3
c46823,2,1
c46824,9,9
c46825,5,6
c46826,6,4
c46827,4,3
c46828,3,4
c46829,2,2
c46830,4,4
c46831,2,1
c46832,5,4
c46833,5,5
c46834,4,5
c46835,7,2
c46836,5,6
c46837,6,1
c46838,6,10
c46839,1,10
c46840,7,4
c46841,5,5
c46842,4,4
c46843,5,6
c46844,5,5
c46845,3,6
c46846,5,8
c46847,5,5
c46848,5,5
c46849,4,3
c46850,6,4
c46851,8,2
c46852,3,6
c46853,7,1
c46854,6,8
c46855,5,4
c46856,4,4
c46857,5,7
c46858,4,6
c46859,7,6
c46860,4,6
c46861,6,5
c46862,6,1
c46863,6,3
c46864,4,7
c46865,5,4
c46866,5,5
c46867,2,1
c46868,7,7
c46869,6,4
c46870,6,9
c46871,6,4
c46872,5,6
c46873,4,6
c46874,7,3
c46875,6,6
c46876,2,2
c46877,8,1
c46878,7,3
c46879,5,5
c46880,5,4
c46881,4,5
c46882,2,9
c46883,5,6
c46884,6,6
c46885,4,6
c46886,7,5
c46887,5,5
c46888,4,6
c46889,6,3
c46890,5,5
c46891,6,6
c46892,7,7
c46893,5,6
c46894,6,5
c46895,6,6
c46896,5,5
c46897,7,1
c46898,6,1
c46899,4,6
c46900,5,5
c46901,8,8
c46902,6,6
c46903,2,8
c46904,4,6
c46905,6,5
c46906,8,2
c46907,4,5
c46908,6,1
c46909,5,6
c46910,4,9
c46911,7,7
c46912,4,5
c46913,6,10
c46914,6,4
c46915,5,5
c46916,4,5
c46917,4,5
c46918,4,4
c46919,6,5
c46920,5,6
c46921,3,7
c46922,4,4
c46923,4,7
c46924,4,4
c46925,6,5
c46926,10,10
c46927,2,7
c46928,3,2
c46929,6,4
c46930,2,1
c46931,6,5
c46932,6,4
c46933,5,3
c46934,4,4
c46935,4,6
c46936,5,5
c46937,5,6
c46938,2,9
c46939,6,5
c46940,4,5
c46941,6,4
c46942,1,1
c46943,4,1
c46944,5,5
c46945,4,2
c46946,4,8
c46947,5,7
c46948,4,6
c46949,6,4
c46950,4,7
c46951,4,3
c46952,5,5
c46953,8,9
c46954,6,4
c46955,4,6
c46956,4,4
c46957,8,1
c46958,4,6
c46959,5,8
c46960,6,1
c46961,4,7
c46962,4,5
c46963,4,6
c46964,8,8
c46965,6,5
c46966,6,5
c46967,3,1
c46968,7,1
c46969,4,4
c46970,5,7
c46971,4,8
c46972,6,4
c46973,5,5
c46974,5,4
c46975,5,4
c46976,6,7
c46977,3,9
c46978,4,6
c46979,5,1
c46980,5,6
c46981,8,2
c46982,2,1
c46983,6,6
c46984,4,4
c46985,7,7
c46986,5,5
c46987,5,5
c46988,5,5
c46989,4,6
c46990,4,5
c46991,4,4
c46992,6,6
c46993,5,5
c46994,6,5
c46995,6,5
c46996,6,4
c46997,4,5
c46998,6,4
c46999,8,5
c47000,5,5
c47001,3,7
c47002,7,9
c47003,5,6
c47004,6,6
c47005,5,5
c47006,4,6
c47007,5,5
c47008,6,5
c47009,7,7
c47010,8,10
c47011,4,5
c47012,5,5
c47013,4,9
c47014,3,2
c47015,4,4
c47016,7,1
c47017,6,10
c47018,5,5
c47019,6,2
c47020,5,4
c47021,5,6
c47022,6,5
c47023,7,7
c47024,8,8
c47025,6,6
c47026,5,6
c47027,9,2
c47028,8,9
c47029,9,10
c47030,3,8
c47031,5,4
c47032,3,8
c47033,4,8
c47034,1,9
c47035,3,5
c47036,3,9
c47037,9,10
c47038,8,8
c47039,6,7
c47040,4,5
c47041,3,10
c47042,8,1
c47043,3,5
c47044,3,10
c47045,4,4
c47046,8,1
c47047,7,7
c47048,2,9
c47049,4,6
c47050,7,1
c47051,5,5
c47052,4,4
c47053,3,3
c47054,6,1
c47055,7,3
c47056,5,5
c47057,4,6
c47058,4,9
c47059,4,8
c47060,5,6
c47061,4,6
c47062,5,10
c47063,4,6
c47064,5,6
c47065,4,5
c47066,7,6
c47067,6,5
c47068,6,4
c47069,4,6
c47070,5,6
c47071,8,7
c47072,6,6
c47073,4,6
c47074,5,5
c47075,5,4
c47076,6,4
c47077,4,6
c47078,6,2
c47079,4,6
c47080,8,10
c47081,1,2
c47082,3,4
c47083,4,3
c47084,6,4
c47085,7,1
c47086,5,1
c47087,5,4
c47088,2,1
c47089,6,4
c47090,5,4
c47091,7,4
c47092,6,6
c47093,7,10
c47094,6,5
c47095,6,6
c47096,9,2
c47097,4,6
c47098,4,4
c47099,5,5
c47100,3,10
c47101,5,6
c47102,4,6
c47103,5,5
c47104,4,6
c47105,5,4
c47106,5,4
c47107,7,7
c47108,8,2
c47109,8,9
c47110,9,2
c47111,5,2
c47112,7,2
c47113,4,5
c47114,5,5
c47115,5,6
c47116,8,8
c47117,3,4
c47118,6,4
c47119,3,3
c47120,4,4
c47121,7,6
c47122,7,3
c47123,4,2
c47124,7,8
c47125,4,6
c47126,4,5
c47127,5,7
c47128,6,5
c47129,6,1
c47130,4,6
c47131,5,5
c47132,7,7
c47133,4,4
c47134,5,5
c47135,5,5
c47136,6,5
c47137,4,8
c47138,6,6
c47139,1,10
c47140,3,5
c47141,4,6
c47142,5,4
c47143,4,3
c47144,6,5
c47145,4,5
c47146,5,4
c47147,6,5
c47148,6,6
c47149,4,4
c47150,8,2
c47151,7,4
c47152,8,8
c47153,7,7
c47154,3,2
c47155,4,4
c47156,6,6
c47157,4,4
c47158,4,5
c47159,6,6
c47160,5,4
c47161,4,4
c47162,1,1
c47163,4,4
c47164,4,6
c47165,4,5
c47166,6,9
c47167,7,4
c47168,7,7
c47169,6,6
c47170,2,8
c47171,8,9
c47172,3,3
c47173,4,9
c47174,4,4
c47175,8,1
c47176,3,10
c47177,6,6
c47178,7,7
c47179,3,1
c47180,6,6
c47181,7,5
c47182,5,6
c47183,4,5
c47184,6,1
c47185,3,8
c47186,5,5
c47187,6,4
c47188,7,6
c47189,6,6
c47190,5,5
c47191,5,5
c47192,5,4
c47193,5,7
c47194,6,6
c47195,6,5
c47196,9,1
c47197,6,4
c47198,4,6
c47199,6,5
c47200,6,5
c47201,4,1
c47202,5,6
c47203,4,6
c47204,6,6
c47205,6,10
c47206,6,9
c47207,5,5
c47208,7,5
c47209,5,5
c47210,7,3
c47211,6,6
c47212,6,4
c47213,6,6
c47214,9,1
c47215,1,2
c47216,7,3
c47217,6,5
c47218,1,7
c47219,5,5
c47220,6,4
c47221,5,5
c47222,9,10
c47223,8,1
c47224,6,5
c47225,4,6
c47226,4,5
c47227,3,6
c47228,2,2
c47229,4,6
c47230,6,6
c47231,7,1
c47232,4,5
c47233,6,5
c47234,5,5
c47235,5,5
c47236,5,2
c47237,8,9
c47238,6,5
c47239,7,4
c47240,5,4
c47241,5,6
c47242,2,8
c47243,6,6
c47244,7,7
c47245,5,5
c47246,3,8
c47247,4,4
c47248,4,4
c47249,6,5
c47250,5,5
c47251,4,5
c47252,4,4
c47253,3,2
c47254,2,9
c47255,5,4
c47256,4,4
c47257,7,3
c47258,6,6
c47259,5,5
c47260,7,3
c47261,7,7
c47262,8,8
c47263,6,4
c47264,4,4
c47265,7,2
c47266,5,6
c47267,5,5
c47268,2,3
c47269,4,6
c47270,4,4
c47271,5,4
c47272,4,6
c47273,8,8
c47274,3,8
c47275,5,4
c47276,6,4
c47277,6,6
c47278,5,5
c47279,4,4
c47280,4,6
c47281,6,6
c47282,4,3
c47283,5,5
c47284,6,4
c47285,5,5
c47286,3,7
c47287,4,4
c47288,6,5
c47289,6,5
c47290,5,5
c47291,5,10
c47292,8,6
c47293,6,2
c47294,5,4
c47295,3,4
c47296,6,4
c47297,4,6
c47298,4,3
c47299,9,8
c47300,8,1
c47301,3,1
c47302,5,5
c47303,5,5
c47304,6,9
c47305,7,2
c47306,4,6
c47307,4,5
c47308,5,8
c47309,5,5
c47310,5,6
c47311,3,3
c47312,3,10
c47313,4,4
c47314,6,4
c47315,5,6
c47316,5,6
c47317,2,9
c47318,5,5
c47319,7,10
c47320,4,5
c47321,7,3
c47322,8,2
c47323,6,7
c47324,5,6
c47325,3,7
c47326,7,7
c47327,6,6
c47328,3,3
c47329,4,4
c47330,3,2
c47331,5,6
c47332,3,1
c47333,5,6
c47334,5,5
c47335,3,3
c47336,4,5
c47337,2,10
c47338,6,5
c47339,8,4
c47340,2,8
