client,true_value,mrr_value
c30583,34,50
c30584,10,10
c30585,21,13
c30586,41,37
c30587,26,11
c30588,51,89
c30589,1,33
c30590,12,42
c30591,77,56
c30592,13,26
c30593,2,83
c30594,10,17
c30595,20,20
c30596,45,39
c30597,13,92
c30598,15,71
c30599,27,85
c30600,5,84
c30601,58,25
c30602,2,43
c30603,40,6
c30604,3,3
c30605,30,25
c30606,14,68
c30607,13,86
c30608,32,31
c30609,23,7
c30610,4,4
c30611,27,27
c30612,19,39
c30613,11,45
c30614,11,65
c30615,9,100
c30616,13,23
c30617,9,9
c30618,12,90
c30619,1,47
c30620,9,49
c30621,4,95
c30622,27,80
c30623,7,7
c30624,1,94
c30625,15,48
c30626,14,46
c30627,13,13
c30628,94,70
c30629,2,38
c30630,39,39
c30631,88,64
c30632,44,44
c30633,45,12
c30634,33,22
c30635,7,19
c30636,13,13
c30637,52,69
c30638,23,32
c30639,13,13
c30640,85,87
c30641,46,95
c30642,74,56
c30643,15,24
c30644,3,41
c30645,18,18
c30646,2,43
c30647,5,25
c30648,1,6
c30649,10,25
c30650,61,61
c30651,20,84
c30652,19,50
c30653,47,41
c30654,6,84
c30655,1,61
c30656,14,52
c30657,18,27
c30658,20,48
c30659,15,93
c30660,5,5
c30661,83,15
c30662,18,6
c30663,62,84
c30664,51,63
c30665,21,34
c30666,6,6
c30667,52,52
c30668,3,78
c30669,40,79
c30670,61,72
c30671,18,92
c30672,7,35
c30673,9,40
c30674,16,24
c30675,5,53
c30676,26,26
c30677,1,91
c30678,4,41
c30679,48,18
c30680,8,79
c30681,16,82
c30682,19,39
c30683,19,55
c30684,4,33
c30685,10,10
c30686,13,2
c30687,8,8
c30688,3,3
c30689,1,20
c30690,18,55
c30691,4,29
c30692,4,4
c30693,37,11
c30694,2,85
c30695,10,54
c30696,35,91
c30697,23,37
c30698,42,56
c30699,21,48
c30700,53,77
c30701,6,6
c30702,8,8
c30703,15,43
c30704,22,76
c30705,6,6
c30706,2,42
c30707,9,38
c30708,8,65
c30709,56,93
c30710,13,71
c30711,2,24
c30712,13,72
c30713,13,8
c30714,6,76
c30715,23,26
c30716,5,45
c30717,38,7
c30718,69,38
c30719,4,24
c30720,34,97
c30721,65,96
c30722,4,29
c30723,11,87
c30724,4,39
c30725,7,48
c30726,4,100
c30727,32,39
c30728,8,92
c30729,36,36
c30730,15,26
c30731,9,87
c30732,8,31
c30733,96,14
c30734,29,2
c30735,4,35
c30736,26,45
c30737,81,11
c30738,8,28
c30739,22,52
c30740,25,100
c30741,74,56
c30742,18,100
c30743,22,22
c30744,21,64
c30745,6,6
c30746,20,7
c30747,4,97
c30748,3,96
c30749,7,5
c30750,14,58
c30751,38,14
c30752,59,100
c30753,8,17
c30754,51,21
c30755,3,3
c30756,2,96
c30757,6,7
c30758,53,29
c30759,8,8
c30760,22,1
c30761,88,86
c30762,21,71
c30763,42,50
c30764,16,20
c30765,32,32
c30766,25,25
c30767,18,56
c30768,36,6
c30769,6,20
c30770,22,72
c30771,46,87
c30772,75,83
c30773,7,7
c30774,1,57
c30775,3,22
c30776,14,88
c30777,25,25
c30778,29,9
c30779,4,4
c30780,34,93
c30781,3,72
c30782,50,21
c30783,18,60
c30784,30,75
c30785,42,19
c30786,73,73
c30787,95,95
c30788,9,51
c30789,25,58
c30790,19,98
c30791,5,28
c30792,22,61
c30793,1,1
c30794,33,42
c30795,6,14
c30796,23,14
c30797,46,88
c30798,23,71
c30799,30,57
c30800,2,50
c30801,2,77
c30802,21,34
c30803,5,51
c30804,6,63
c30805,10,34
c30806,10,51
c30807,53,53
c30808,1,71
c30809,36,22
c30810,41,41
c30811,18,47
c30812,4,25
c30813,40,56
c30814,2,2
c30815,27,57
c30816,2,47
c30817,46,15
c30818,6,14
c30819,4,32
c30820,11,82
c30821,4,100
c30822,10,56
c30823,13,60
c30824,37,87
c30825,14,47
c30826,31,16
c30827,35,25
c30828,30,20
c30829,21,81
c30830,5,5
c30831,12,66
c30832,41,48
c30833,39,10
c30834,14,73
c30835,15,24
c30836,2,97
c30837,84,84
c30838,22,22
c30839,1,53
c30840,8,32
c30841,19,82
c30842,23,98
c30843,16,79
c30844,29,24
c30845,14,84
c30846,6,45
c30847,17,99
c30848,1,1
c30849,17,17
c30850,11,23
c30851,45,45
c30852,15,3
c30853,14,28
c30854,3,47
c30855,20,92
c30856,9,67
c30857,1,16
c30858,49,69
c30859,25,41
c30860,46,75
c30861,3,99
c30862,47,86
c30863,61,77
c30864,3,52
c30865,5,11
c30866,10,10
c30867,28,53
c30868,10,55
c30869,25,93
c30870,55,29
c30871,27,40
c30872,18,61
c30873,10,10
c30874,6,10
c30875,17,78
c30876,30,36
c30877,21,21
c30878,62,87
c30879,25,87
c30880,40,20
c30881,27,27
c30882,5,41
c30883,10,10
c30884,3,61
c30885,5,33
c30886,46,47
c30887,14,86
c30888,8,41
c30889,1,99
c30890,14,92
c30891,23,23
c30892,45,27
c30893,46,47
c30894,2,30
c30895,4,4
c30896,10,10
c30897,38,18
c30898,3,89
c30899,7,57
c30900,51,24
c30901,1,21
c30902,7,62
c30903,2,46
c30904,11,5
c30905,1,1
c30906,7,52
c30907,22,57
c30908,19,89
c30909,21,42
c30910,24,12
c30911,3,63
c30912,23,14
c30913,7,80
c30914,25,37
c30915,35,23
c30916,83,32
c30917,6,66
c30918,52,30
c30919,6,81
c30920,15,79
c30921,27,33
c30922,15,19
c30923,4,41
c30924,1,50
c30925,49,69
c30926,4,37
c30927,17,17
c30928,3,91
c30929,19,19
c30930,5,5
c30931,23,45
c30932,55,100
c30933,1,42
c30934,66,6
c30935,20,20
c30936,96,83
c30937,27,60
c30938,76,58
c30939,41,28
c30940,14,60
c30941,27,21
c30942,2,93
c30943,1,60
c30944,51,85
c30945,20,45
c30946,34,59
c30947,26,3
c30948,14,81
c30949,2,62
c30950,16,92
c30951,7,74
c30952,3,47
c30953,76,9
c30954,51,22
c30955,32,5
c30956,14,21
c30957,2,2
c30958,28,28
c30959,40,34
c30960,3,43
c30961,29,2
c30962,35,61
c30963,14,14
c30964,23,8
c30965,2,2
c30966,29,52
c30967,5,55
c30968,1,20
c30969,7,78
c30970,53,39
c30971,2,38
c30972,6,41
c30973,9,59
c30974,11,78
c30975,46,66
c30976,6,90
c30977,21,4
c30978,7,63
c30979,15,21
c30980,13,2
c30981,35,35
c30982,13,69
c30983,20,14
c30984,26,47
c30985,28,61
c30986,19,58
c30987,20,86
c30988,2,63
c30989,15,81
c30990,19,87
c30991,11,38
c30992,8,48
c30993,8,8
c30994,19,50
c30995,16,26
c30996,28,86
c30997,15,31
c30998,7,26
c30999,9,9
c31000,1,96
c31001,8,8
c31002,28,79
c31003,84,92
c31004,40,4
c31005,53,44
c31006,33,72
c31007,6,93
c31008,23,16
c31009,16,74
c31010,64,29
c31011,28,44
c31012,14,46
c31013,32,32
c31014,13,13
c31015,77,100
c31016,5,5
c31017,3,9
c31018,2,80
c31019,3,74
c31020,18,18
c31021,12,54
c31022,4,11
c31023,29,56
c31024,1,30
c31025,31,81
c31026,65,65
c31027,50,17
c31028,37,89
c31029,3,77
c31030,9,22
c31031,1,40
c31032,8,77
c31033,13,11
c31034,2,57
c31035,37,37
c31036,24,14
c31037,64,45
c31038,5,38
c31039,15,3
c31040,1,26
c31041,6,52
c31042,19,14
c31043,45,85
c31044,19,94
c31045,12,12
c31046,21,83
c31047,29,67
c31048,8,61
c31049,11,69
c31050,2,25
c31051,20,84
c31052,3,10
c31053,1,18
c31054,18,70
c31055,3,3
c31056,1,90
c31057,89,80
c31058,7,47
c31059,13,27
c31060,15,62
c31061,2,72
c31062,12,7
c31063,26,63
c31064,34,64
c31065,1,29
c31066,7,96
c31067,11,70
c31068,12,43
c31069,19,53
c31070,19,44
c31071,5,50
c31072,7,29
c31073,24,30
c31074,2,5
c31075,12,12
c31076,12,47
c31077,17,17
c31078,16,48
c31079,6,9
c31080,4,16
c31081,3,56
c31082,21,21
c31083,3,90
c31084,10,37
c31085,35,80
c31086,6,6
c31087,7,36
c31088,10,60
c31089,11,72
c31090,3,4
c31091,26,10
c31092,15,15
c31093,44,19
c31094,7,7
c31095,19,19
c31096,17,36
c31097,2,83
c31098,5,85
c31099,25,25
c31100,3,81
c31101,1,86
c31102,15,44
c31103,12,46
c31104,16,30
c31105,16,4
c31106,15,71
c31107,11,10
c31108,11,43
c31109,30,94
c31110,33,22
c31111,10,10
c31112,5,36
c31113,27,27
c31114,3,58
c31115,5,42
c31116,10,57
c31117,44,44
c31118,19,47
c31119,4,100
c31120,28,28
c31121,17,3
c31122,18,72
c31123,30,59
c31124,12,12
c31125,13,35
c31126,39,44
c31127,25,62
c31128,28,28
c31129,54,44
c31130,83,80
c31131,23,45
c31132,13,13
c31133,5,96
c31134,21,64
c31135,35,42
c31136,7,35
c31137,12,91
c31138,14,29
c31139,11,45
c31140,1,46
c31141,7,46
c31142,39,13
c31143,15,90
c31144,7,7
c31145,28,10
c31146,27,3
c31147,17,97
c31148,9,82
c31149,31,70
c31150,7,43
c31151,30,30
c31152,61,61
c31153,66,25
c31154,62,97
c31155,36,73
c31156,18,70
c31157,71,90
c31158,4,75
c31159,38,38
c31160,7,5
c31161,26,14
c31162,17,22
c31163,27,27
c31164,19,60
c31165,19,59
c31166,41,41
c31167,51,96
c31168,13,80
c31169,3,3
c31170,11,61
c31171,6,91
c31172,13,1
c31173,2,82
c31174,76,37
c31175,26,43
c31176,51,35
c31177,23,26
c31178,37,95
c31179,14,61
c31180,32,66
c31181,15,19
c31182,8,31
c31183,13,86
c31184,4,38
c31185,46,83
c31186,20,84
c31187,15,9
c31188,1,78
c31189,19,36
c31190,28,50
c31191,55,57
c31192,32,25
c31193,2,63
c31194,41,41
c31195,4,47
c31196,14,68
c31197,40,40
c31198,75,26
c31199,2,35
c31200,1,19
c31201,4,59
c31202,15,15
c31203,1,88
c31204,42,70
c31205,3,95
c31206,2,57
c31207,5,6
c31208,7,14
c31209,21,21
c31210,47,100
c31211,1,4
c31212,27,27
c31213,8,63
c31214,2,63
c31215,16,16
c31216,9,83
c31217,8,68
c31218,36,50
c31219,12,5
c31220,25,22
c31221,29,63
c31222,7,7
c31223,5,47
c31224,16,16
c31225,38,33
c31226,5,1
c31227,44,55
c31228,21,49
c31229,11,35
c31230,5,5
c31231,6,86
c31232,7,36
c31233,4,42
c31234,59,4
c31235,9,69
c31236,4,100
c31237,46,19
c31238,23,4
c31239,9,48
c31240,24,24
c31241,1,39
c31242,70,5
c31243,32,73
c31244,15,74
c31245,36,47
c31246,3,68
c31247,35,94
c31248,3,96
c31249,17,43
c31250,5,4
c31251,23,23
c31252,49,49
c31253,7,7
c31254,18,25
c31255,27,23
c31256,19,31
c31257,12,12
c31258,44,45
c31259,1,41
c31260,18,52
c31261,23,93
c31262,31,17
c31263,7,100
c31264,21,94
c31265,14,54
c31266,15,14
c31267,30,28
c31268,44,76
c31269,1,1
c31270,3,20
c31271,25,11
c31272,21,82
c31273,19,54
c31274,23,23
c31275,21,92
c31276,8,46
c31277,21,21
c31278,20,50
c31279,26,91
c31280,11,11
c31281,32,24
c31282,10,10
c31283,7,1
c31284,8,4
c31285,5,57
c31286,1,13
c31287,10,53
c31288,46,44
c31289,1,72
c31290,9,86
c31291,25,59
c31292,12,80
c31293,35,3
c31294,12,12
c31295,24,35
c31296,4,5
c31297,17,76
c31298,25,27
c31299,32,13
c31300,8,2
c31301,9,9
c31302,33,36
c31303,58,58
c31304,28,34
c31305,1,25
c31306,1,59
c31307,45,14
c31308,55,62
c31309,24,92
c31310,2,69
c31311,2,43
c31312,16,83
c31313,38,89
c31314,11,74
c31315,8,8
c31316,29,55
c31317,67,58
c31318,21,54
c31319,3,65
c31320,48,70
c31321,4,81
c31322,77,47
c31323,11,51
c31324,6,66
c31325,38,39
c31326,3,22
c31327,9,55
c31328,48,48
c31329,25,25
c31330,39,31
c31331,34,34
c31332,33,64
c31333,19,40
c31334,21,85
c31335,11,11
c31336,5,95
c31337,34,32
c31338,6,15
c31339,2,38
c31340,5,66
c31341,26,86
c31342,11,8
c31343,21,59
c31344,13,79
c31345,9,74
c31346,48,48
c31347,22,85
c31348,13,48
c31349,14,96
c31350,19,71
c31351,8,60
c31352,25,65
c31353,2,43
c31354,2,74
c31355,20,35
c31356,7,56
c31357,1,1
c31358,16,39
c31359,18,18
c31360,14,89
c31361,47,47
c31362,52,40
c31363,2,39
c31364,41,46
c31365,1,100
c31366,19,42
c31367,17,73
c31368,16,86
c31369,43,3
c31370,8,78
c31371,27,42
c31372,34,66
c31373,10,25
c31374,56,41
c31375,3,55
c31376,38,15
c31377,10,10
c31378,24,24
c31379,37,68
c31380,23,37
c31381,7,35
c31382,2,48
c31383,43,56
c31384,10,10
c31385,65,87
c31386,12,12
c31387,7,14
c31388,20,88
c31389,7,16
c31390,6,9
c31391,10,35
c31392,4,78
c31393,15,10
c31394,1,43
c31395,35,14
c31396,10,17
c31397,37,35
c31398,1,1
c31399,2,67
c31400,1,1
c31401,7,85
c31402,12,13
c31403,1,1
c31404,10,57
c31405,12,11
c31406,10,14
c31407,9,41
c31408,51,53
c31409,8,99
c31410,2,2
c31411,6,6
c31412,11,83
c31413,15,86
c31414,31,41
c31415,80,32
c31416,23,23
c31417,9,92
c31418,13,95
c31419,11,16
c31420,3,35
c31421,41,75
c31422,7,30
c31423,30,62
c31424,9,38
c31425,7,5
c31426,10,81
c31427,5,84
c31428,8,12
c31429,23,59
c31430,20,98
c31431,30,13
c31432,3,13
c31433,25,68
c31434,2,17
c31435,3,51
c31436,27,21
c31437,5,50
c31438,8,47
c31439,6,6
c31440,13,13
c31441,5,30
c31442,27,32
c31443,2,86
c31444,4,16
c31445,5,64
c31446,5,6
c31447,33,36
c31448,30,90
c31449,4,19
c31450,10,55
c31451,4,1
c31452,1,13
c31453,72,72
c31454,25,53
c31455,13,21
c31456,14,90
c31457,5,16
c31458,22,22
c31459,20,72
c31460,47,30
c31461,97,73
c31462,15,39
c31463,5,38
c31464,63,49
c31465,1,1
c31466,31,81
c31467,21,21
c31468,15,69
c31469,1,89
c31470,40,40
c31471,24,16
c31472,5,23
c31473,9,97
c31474,9,43
c31475,4,90
c31476,16,79
c31477,2,82
c31478,22,44
c31479,17,49
c31480,35,45
c31481,19,62
c31482,2,61
c31483,25,70
c31484,1,50
c31485,18,70
c31486,35,35
c31487,7,31
c31488,39,56
c31489,10,36
c31490,35,39
c31491,12,38
c31492,29,47
c31493,26,47
c31494,4,98
c31495,3,34
c31496,2,21
c31497,5,40
c31498,4,4
c31499,66,66
c31500,7,92
c31501,18,32
c31502,17,17
c31503,3,13
c31504,10,92
c31505,21,78
c31506,13,37
c31507,50,50
c31508,16,16
c31509,8,60
c31510,15,81
c31511,11,11
c31512,6,6
c31513,33,99
c31514,1,67
c31515,6,60
c31516,5,5
c31517,9,53
c31518,4,83
c31519,33,20
c31520,29,23
c31521,2,100
c31522,21,98
c31523,14,6
c31524,24,20
c31525,20,63
c31526,2,60
c31527,10,82
c31528,12,87
c31529,30,13
c31530,21,21
c31531,2,94
c31532,62,53
c31533,19,60
c31534,17,52
c31535,78,78
c31536,47,78
c31537,25,56
c31538,1,1
c31539,16,34
c31540,24,54
c31541,19,51
c31542,23,59
c31543,24,24
c31544,3,3
c31545,21,21
c31546,29,81
c31547,4,57
c31548,30,50
c31549,41,92
c31550,11,21
c31551,26,82
c31552,1,32
c31553,39,82
c31554,22,22
c31555,27,54
c31556,14,58
c31557,8,8
c31558,13,4
c31559,40,17
c31560,1,53
c31561,52,52
c31562,65,10
c31563,20,20
c31564,1,21
c31565,4,46
c31566,20,32
c31567,24,65
c31568,11,1
c31569,4,9
c31570,6,38
c31571,1,64
c31572,28,10
c31573,69,43
c31574,25,71
c31575,3,20
c31576,22,1
c31577,21,48
c31578,1,72
c31579,3,79
c31580,4,14
c31581,2,63
c31582,2,46
c31583,16,16
c31584,14,14
c31585,12,44
c31586,32,44
c31587,17,17
c31588,55,74
c31589,17,30
c31590,9,9
c31591,61,18
c31592,18,18
c31593,27,56
c31594,66,32
c31595,41,28
c31596,6,72
c31597,51,23
c31598,34,32
c31599,2,42
c31600,24,76
c31601,5,5
c31602,12,35
c31603,21,49
c31604,15,56
c31605,34,58
c31606,5,5
c31607,10,64
c31608,2,78
c31609,9,27
c31610,13,49
c31611,24,9
c31612,2,51
c31613,11,55
c31614,15,30
c31615,12,65
c31616,1,1
c31617,3,28
c31618,4,5
c31619,4,36
c31620,24,24
c31621,33,33
c31622,19,71
c31623,15,11
c31624,17,18
c31625,31,9
c31626,4,57
c31627,71,71
c31628,35,47
c31629,4,37
c31630,6,95
c31631,19,19
c31632,15,88
c31633,18,59
c31634,1,38
c31635,33,69
c31636,3,98
c31637,1,81
c31638,5,76
c31639,17,19
c31640,4,76
c31641,10,40
c31642,18,63
c31643,3,74
c31644,8,49
c31645,63,71
c31646,42,57
c31647,3,8
c31648,2,16
c31649,8,37
c31650,15,15
c31651,6,6
c31652,21,65
c31653,38,60
c31654,8,87
c31655,20,57
c31656,42,62
c31657,1,1
c31658,4,4
c31659,55,11
c31660,5,6
c31661,34,79
c31662,15,30
c31663,5,95
c31664,15,5
c31665,18,37
c31666,10,8
c31667,11,57
c31668,11,62
c31669,40,49
c31670,31,31
c31671,2,36
c31672,13,29
c31673,16,25
c31674,15,45
c31675,21,43
c31676,8,74
c31677,9,54
c31678,15,15
c31679,10,10
c31680,1,1
c31681,20,71
c31682,5,41
c31683,6,71
c31684,3,21
c31685,40,54
c31686,3,3
c31687,5,58
c31688,9,52
c31689,24,64
c31690,30,98
c31691,2,2
c31692,76,44
c31693,22,39
c31694,5,5
c31695,31,31
c31696,4,55
c31697,37,92
c31698,4,61
c31699,28,28
c31700,18,90
c31701,28,52
c31702,30,64
c31703,2,66
c31704,9,68
c31705,18,36
c31706,23,23
c31707,29,29
c31708,21,21
c31709,16,58
c31710,13,62
c31711,14,18
c31712,6,59
c31713,37,37
c31714,23,23
c31715,1,1
c31716,4,87
c31717,40,40
c31718,6,34
c31719,10,84
c31720,22,31
c31721,61,61
c31722,41,41
c31723,4,58
c31724,46,28
c31725,42,56
c31726,5,83
c31727,15,32
c31728,6,43
c31729,33,38
c31730,24,61
c31731,7,38
c31732,3,8
c31733,21,42
c31734,38,35
c31735,45,37
c31736,13,37
c31737,28,28
c31738,32,65
c31739,8,38
c31740,4,43
c31741,32,60
c31742,8,8
c31743,3,77
c31744,33,22
c31745,2,29
c31746,6,6
c31747,18,40
c31748,4,12
c31749,9,7
c31750,37,37
c31751,14,43
c31752,3,3
c31753,22,79
c31754,7,39
c31755,2,2
c31756,11,94
c31757,35,40
c31758,13,14
c31759,3,27
c31760,4,55
c31761,20,69
c31762,15,31
c31763,23,42
c31764,25,25
c31765,54,42
c31766,36,19
c31767,8,31
c31768,36,67
c31769,51,14
c31770,25,81
c31771,17,17
c31772,54,33
c31773,3,3
c31774,25,80
c31775,17,19
c31776,16,20
c31777,2,58
c31778,5,23
c31779,33,21
c31780,48,48
c31781,1,1
c31782,8,16
c31783,8,17
c31784,33,98
c31785,7,36
c31786,14,49
c31787,33,33
c31788,4,2
c31789,60,15
c31790,68,48
c31791,4,65
c31792,6,95
c31793,7,7
c31794,5,18
c31795,6,97
c31796,9,1
c31797,12,98
c31798,33,26
c31799,40,11
c31800,59,95
c31801,25,100
c31802,53,53
c31803,63,63
c31804,9,43
c31805,38,61
c31806,37,67
c31807,26,2
c31808,29,52
c31809,20,61
c31810,30,39
c31811,32,6
c31812,8,37
c31813,18,6
c31814,32,32
c31815,13,1
c31816,40,40
c31817,2,27
c31818,25,2
c31819,32,1
c31820,3,63
c31821,25,70
c31822,4,1
c31823,2,77
c31824,3,3
c31825,10,75
c31826,28,26
c31827,5,66
c31828,4,100
c31829,7,58
c31830,6,37
c31831,39,98
c31832,1,73
c31833,3,52
c31834,39,50
c31835,18,53
c31836,22,74
c31837,1,22
c31838,3,24
c31839,10,56
c31840,4,90
c31841,33,96
c31842,1,32
c31843,34,61
c31844,5,34
c31845,5,89
c31846,21,17
c31847,43,43
c31848,15,61
c31849,11,20
c31850,2,25
c31851,7,56
c31852,40,80
c31853,26,50
c31854,10,86
c31855,1,79
c31856,3,99
c31857,37,42
c31858,1,91
c31859,5,7
c31860,6,66
c31861,7,7
c31862,50,70
c31863,2,27
c31864,30,29
c31865,12,45
c31866,5,60
c31867,21,83
c31868,25,6
c31869,60,21
c31870,13,72
c31871,13,79
c31872,25,43
c31873,1,53
c31874,18,18
c31875,41,88
c31876,1,70
c31877,6,11
c31878,19,93
c31879,3,91
c31880,16,17
c31881,37,80
c31882,50,98
c31883,2,58
c31884,4,47
c31885,32,26
c31886,29,38
c31887,13,72
c31888,65,65
c31889,1,18
c31890,5,40
c31891,23,23
c31892,18,18
c31893,56,7
c31894,37,12
c31895,23,23
c31896,3,47
c31897,17,39
c31898,14,3
c31899,49,89
c31900,8,98
c31901,7,89
c31902,47,76
c31903,17,17
c31904,51,73
c31905,91,91
c31906,41,84
c31907,13,98
c31908,15,13
c31909,4,62
c31910,20,39
c31911,4,21
c31912,3,75
c31913,6,22
c31914,13,95
c31915,25,25
c31916,1,42
c31917,1,85
c31918,15,11
c31919,2,2
c31920,11,11
c31921,48,52
c31922,25,46
c31923,27,42
c31924,28,13
c31925,7,87
c31926,30,98
c31927,9,9
c31928,1,94
c31929,3,3
c31930,10,46
c31931,8,8
c31932,17,17
c31933,22,22
c31934,28,28
c31935,19,61
c31936,11,11
c31937,5,5
c31938,6,50
c31939,7,7
c31940,15,20
c31941,28,54
c31942,9,57
c31943,11,39
c31944,34,5
c31945,17,69
c31946,17,65
c31947,5,5
c31948,1,94
c31949,13,44
c31950,19,36
c31951,55,88
c31952,28,38
c31953,16,55
c31954,23,91
c31955,23,23
c31956,3,91
c31957,13,18
c31958,25,97
c31959,10,46
c31960,8,49
c31961,24,24
c31962,7,28
c31963,23,23
c31964,11,56
c31965,20,39
c31966,7,63
c31967,9,26
c31968,21,17
c31969,2,2
c31970,16,16
c31971,1,1
c31972,33,14
c31973,6,36
c31974,32,38
c31975,7,1
c31976,55,83
c31977,11,91
c31978,21,50
c31979,8,90
c31980,21,54
c31981,5,5
c31982,42,72
c31983,4,77
c31984,33,15
c31985,13,21
c31986,1,3
c31987,30,75
c31988,11,79
c31989,3,3
c31990,11,84
c31991,18,66
c31992,3,65
c31993,22,32
c31994,7,7
c31995,20,6
c31996,12,19
c31997,2,35
c31998,43,1
c31999,49,10
c32000,38,80
c32001,26,26
c32002,19,7
c32003,80,45
c32004,12,2
c32005,41,41
c32006,28,28
c32007,14,79
c32008,21,70
c32009,4,40
c32010,17,36
c32011,14,14
c32012,1,58
c32013,10,82
c32014,8,44
c32015,43,61
c32016,24,59
c32017,6,73
c32018,49,49
c32019,23,15
c32020,66,13
c32021,26,78
c32022,8,49
c32023,10,43
c32024,7,59
c32025,98,92
c32026,4,92
c32027,18,46
c32028,19,100
c32029,68,39
c32030,2,76
c32031,31,67
c32032,32,22
c32033,30,68
c32034,32,19
c32035,4,95
c32036,9,92
c32037,17,86
c32038,3,59
c32039,22,66
c32040,1,68
c32041,44,27
c32042,9,9
c32043,27,36
c32044,17,8
c32045,20,50
c32046,1,90
c32047,24,68
c32048,57,53
c32049,61,43
c32050,25,10
c32051,18,78
c32052,14,29
c32053,11,33
c32054,6,98
c32055,21,47
c32056,11,31
c32057,3,29
c32058,1,57
c32059,10,11
c32060,8,26
c32061,20,22
c32062,2,68
c32063,16,83
c32064,2,43
c32065,44,81
c32066,6,99
c32067,27,27
c32068,22,82
c32069,1,89
c32070,32,27
c32071,22,27
c32072,2,95
c32073,18,82
c32074,35,9
c32075,40,44
c32076,13,56
c32077,23,23
c32078,34,34
c32079,42,37
c32080,5,5
c32081,7,9
c32082,16,60
c32083,2,57
c32084,15,15
c32085,1,58
c32086,19,19
c32087,48,83
c32088,1,92
c32089,3,79
c32090,74,74
c32091,33,22
c32092,6,25
c32093,7,62
c32094,18,83
c32095,18,73
c32096,6,97
c32097,48,57
c32098,19,54
c32099,1,49
c32100,7,93
c32101,7,9
c32102,2,13
c32103,12,100
c32104,14,16
c32105,5,100
c32106,1,13
c32107,10,65
c32108,42,69
c32109,10,75
c32110,31,70
c32111,50,50
c32112,88,11
c32113,1,23
c32114,41,99
c32115,8,40
c32116,8,77
c32117,2,67
c32118,56,56
c32119,18,44
c32120,21,74
c32121,10,20
c32122,9,9
c32123,28,98
c32124,16,16
c32125,3,77
c32126,8,64
c32127,1,1
c32128,36,15
c32129,13,5
c32130,22,58
c32131,1,90
c32132,4,48
c32133,12,13
c32134,33,7
c32135,32,11
c32136,9,89
c32137,12,89
c32138,67,28
c32139,2,64
c32140,12,94
c32141,32,57
c32142,5,7
c32143,18,33
c32144,17,17
c32145,84,70
c32146,1,89
c32147,6,50
c32148,33,98
c32149,18,83
c32150,26,27
c32151,7,96
c32152,4,36
c32153,2,2
c32154,8,87
c32155,2,46
c32156,42,43
c32157,7,98
c32158,3,65
c32159,38,12
c32160,20,12
c32161,6,88
c32162,8,28
c32163,26,63
c32164,32,13
c32165,1,40
c32166,21,41
c32167,9,54
c32168,8,78
c32169,8,47
c32170,7,86
c32171,7,7
c32172,27,84
c32173,6,16
c32174,3,13
c32175,4,33
c32176,9,66
c32177,40,13
c32178,14,100
c32179,20,6
c32180,17,95
c32181,44,95
c32182,5,30
c32183,20,77
c32184,4,20
c32185,7,12
c32186,4,19
c32187,4,4
c32188,31,48
c32189,2,21
c32190,35,5
c32191,12,44
c32192,14,13
c32193,34,42
c32194,4,20
c32195,3,90
c32196,1,35
c32197,17,98
c32198,4,22
c32199,10,59
c32200,8,87
c32201,21,93
c32202,7,12
c32203,46,26
c32204,7,65
c32205,16,3
c32206,20,20
c32207,17,87
c32208,4,54
c32209,32,19
c32210,68,28
c32211,44,76
c32212,4,43
c32213,4,70
c32214,12,12
c32215,5,5
c32216,3,3
c32217,2,40
c32218,21,21
c32219,19,3
c32220,28,81
c32221,30,72
c32222,17,100
c32223,27,35
c32224,8,9
c32225,16,16
c32226,27,83
c32227,77,77
c32228,5,36
c32229,17,74
c32230,8,65
c32231,1,82
c32232,22,39
c32233,24,82
c32234,8,40
c32235,20,44
c32236,72,83
c32237,50,50
c32238,9,9
c32239,5,12
c32240,28,53
c32241,11,18
c32242,5,5
c32243,12,12
c32244,36,64
c32245,31,76
c32246,55,38
c32247,4,60
c32248,10,39
c32249,25,9
c32250,2,48
c32251,36,66
c32252,22,88
c32253,19,41
c32254,9,69
c32255,61,65
c32256,4,45
c32257,6,6
c32258,37,70
c32259,28,31
c32260,41,41
c32261,11,32
c32262,4,81
c32263,7,15
c32264,1,25
c32265,4,54
c32266,13,62
c32267,28,55
c32268,12,12
c32269,13,46
c32270,32,32
c32271,26,26
c32272,68,67
c32273,8,89
c32274,16,71
c32275,19,66
c32276,27,91
c32277,13,47
c32278,20,52
c32279,16,73
c32280,14,72
c32281,16,60
c32282,3,20
c32283,3,49
c32284,8,10
c32285,3,30
c32286,69,84
c32287,13,59
c32288,3,49
c32289,4,4
c32290,5,19
c32291,36,89
c32292,6,6
c32293,14,79
c32294,36,92
c32295,9,16
c32296,23,23
c32297,65,44
c32298,23,55
c32299,20,64
c32300,7,90
c32301,22,22
c32302,22,88
c32303,10,47
c32304,2,27
c32305,7,86
c32306,8,67
c32307,26,18
c32308,23,23
c32309,33,36
c32310,9,30
c32311,12,64
c32312,7,89
c32313,20,44
c32314,4,9
c32315,9,59
c32316,99,99
c32317,6,87
c32318,10,20
c32319,13,78
c32320,40,31
c32321,16,90
c32322,15,77
c32323,12,10
c32324,37,21
c32325,9,100
c32326,18,36
c32327,18,71
c32328,2,15
c32329,2,10
c32330,1,26
